suite,dir,tier,condition,policy,sketch_route,rollout_idx,skipped,skip_reason,n_steps,success_final,success_sustained,first_success_step,grasp_success_flag,grasped_any,lifted,grasped_instance,correct_instance_grasped,nearest_destination,correct_destination,terminal_dist_xy,sketch_referent_object,sketch_referent_destination,sketch_fidelity_object,sketch_fidelity_destination,deproject,z_pick,z_place,n_infer_calls,infer_ms_mean,pi05_sketch_mode
object,scene_0001,control,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.412,,,,,plane,0.065,0.065,,,
object,scene_0001,control,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.4131,,,,,plane,0.065,0.065,,,
object,scene_0001,control,text_only,text_guess,tokens,2,False,,200,False,False,,True,False,False,,False,,False,0.4133,,,,,plane,0.065,0.065,,,
object,scene_0005,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4363,,,,,plane,0.065,0.065,,,
object,scene_0005,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.4363,,,,,plane,0.065,0.065,,,
object,scene_0005,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,False,False,,False,,False,0.4363,,,,,plane,0.065,0.065,,,
object,scene_0007,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.5179,,,,,plane,0.065,0.065,,,
object,scene_0007,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.5179,,,,,plane,0.065,0.065,,,
object,scene_0007,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,False,False,,False,,False,0.5179,,,,,plane,0.065,0.065,,,
object,scene_0011,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.4614,,,,,plane,0.065,0.065,,,
object,scene_0011,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.4614,,,,,plane,0.065,0.065,,,
object,scene_0011,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,False,False,,False,,False,0.4614,,,,,plane,0.065,0.065,,,
object,scene_0013,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2336,,,,,plane,0.065,0.065,,,
object,scene_0013,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.2287,,,,,plane,0.065,0.065,,,
object,scene_0013,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,tomato_sauce_1,False,basket_1,True,0.0181,,,,,plane,0.065,0.065,,,
object,scene_0023,directional,text_only,text_guess,tokens,0,False,,200,True,True,144,True,True,True,orange_juice_1,True,basket_1,True,0.0032,,,,,plane,0.065,0.065,,,
object,scene_0023,directional,text_only,text_guess,tokens,1,False,,200,True,True,144,True,True,True,orange_juice_1,True,basket_1,True,0.0153,,,,,plane,0.065,0.065,,,
object,scene_0023,directional,text_only,text_guess,tokens,2,False,,200,True,True,144,True,True,True,orange_juice_1,True,basket_1,True,0.0149,,,,,plane,0.065,0.065,,,
object,scene_0024,directional,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,ketchup_1,True,,False,0.1222,,,,,plane,0.065,0.065,,,
object,scene_0024,directional,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,ketchup_1,True,basket_2,False,0.0381,,,,,plane,0.065,0.065,,,
object,scene_0024,directional,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,ketchup_1,True,basket_2,False,0.0343,,,,,plane,0.065,0.065,,,
object,scene_0025,directional,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2566,,,,,plane,0.065,0.065,,,
object,scene_0025,directional,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.2566,,,,,plane,0.065,0.065,,,
object,scene_0025,directional,text_only,text_guess,tokens,2,False,,200,False,False,,True,False,False,,False,,False,0.2566,,,,,plane,0.065,0.065,,,
object,scene_0027,both,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.2247,,,,,plane,0.065,0.065,,,
object,scene_0027,both,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.2247,,,,,plane,0.065,0.065,,,
object,scene_0027,both,text_only,text_guess,tokens,2,False,,200,False,False,,True,False,False,,False,,False,0.2247,,,,,plane,0.065,0.065,,,
object,scene_0029,both,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.3434,,,,,plane,0.065,0.065,,,
object,scene_0029,both,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.3434,,,,,plane,0.065,0.065,,,
object,scene_0029,both,text_only,text_guess,tokens,2,False,,200,False,False,,True,False,False,,False,,False,0.3434,,,,,plane,0.065,0.065,,,
object,scene_0033,both,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,orange_juice_1,False,,False,0.2191,,,,,plane,0.065,0.065,,,
object,scene_0033,both,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,orange_juice_2,False,basket_1,False,0.035,,,,,plane,0.065,0.065,,,
object,scene_0033,both,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,orange_juice_2,False,basket_2,True,0.01,,,,,plane,0.065,0.065,,,
goal,scene_0001,control,text_only,text_guess,tokens,0,False,,200,True,True,163,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0001,control,text_only,text_guess,tokens,1,False,,200,True,True,163,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0001,control,text_only,text_guess,tokens,2,False,,200,True,True,163,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0002,control,text_only,text_guess,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0002,control,text_only,text_guess,tokens,1,False,,200,False,False,,False,False,False,,False,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0002,control,text_only,text_guess,tokens,2,False,,200,False,False,,False,False,False,,False,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0005,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1432,,,,,plane,0.92,0.92,,,
goal,scene_0005,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.1432,,,,,plane,0.92,0.92,,,
goal,scene_0005,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,False,False,,False,,False,0.1432,,,,,plane,0.92,0.92,,,
goal,scene_0010,referential,text_only,text_guess,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0010,referential,text_only,text_guess,tokens,1,False,,200,False,False,,False,False,False,,False,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0010,referential,text_only,text_guess,tokens,2,False,,200,False,False,,False,False,False,,False,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0013,referential,text_only,text_guess,tokens,0,False,,200,False,False,,False,False,False,,False,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0013,referential,text_only,text_guess,tokens,1,False,,200,False,False,,False,False,False,,False,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0013,referential,text_only,text_guess,tokens,2,False,,200,False,False,,False,False,False,,False,,False,,,,,,plane,0.92,0.92,,,
goal,scene_0015,referential,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,cream_cheese_2,False,akita_black_bowl_1,True,0.0008,,,,,plane,0.92,0.92,,,
goal,scene_0015,referential,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.1364,,,,,plane,0.92,0.92,,,
goal,scene_0015,referential,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,cream_cheese_2,False,akita_black_bowl_1,True,0.0047,,,,,plane,0.92,0.92,,,
goal,scene_0018,directional,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,False,0.0194,,,,,plane,0.92,0.92,,,
goal,scene_0018,directional,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_3,False,0.0206,,,,,plane,0.92,0.92,,,
goal,scene_0018,directional,text_only,text_guess,tokens,2,False,,200,True,True,167,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0112,,,,,plane,0.92,0.92,,,
goal,scene_0019,directional,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,False,0.0171,,,,,plane,0.92,0.92,,,
goal,scene_0019,directional,text_only,text_guess,tokens,1,False,,200,True,True,166,True,True,True,akita_black_bowl_1,True,plate_3,True,0.0193,,,,,plane,0.92,0.92,,,
goal,scene_0019,directional,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.0201,,,,,plane,0.92,0.92,,,
goal,scene_0025,directional,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.0142,,,,,plane,0.92,0.92,,,
goal,scene_0025,directional,text_only,text_guess,tokens,1,False,,200,True,True,167,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0143,,,,,plane,0.92,0.92,,,
goal,scene_0025,directional,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_3,False,0.0302,,,,,plane,0.92,0.92,,,
goal,scene_0026,both,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.0161,,,,,plane,0.92,0.92,,,
goal,scene_0026,both,text_only,text_guess,tokens,1,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.017,,,,,plane,0.92,0.92,,,
goal,scene_0026,both,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.1859,,,,,plane,0.92,0.92,,,
goal,scene_0033,both,text_only,text_guess,tokens,0,False,,200,False,False,,True,False,False,,False,,False,0.1518,,,,,plane,0.92,0.92,,,
goal,scene_0033,both,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.1517,,,,,plane,0.92,0.92,,,
goal,scene_0033,both,text_only,text_guess,tokens,2,False,,200,False,False,,True,False,False,,False,,False,0.1515,,,,,plane,0.92,0.92,,,
goal,scene_0034,both,text_only,text_guess,tokens,0,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_1,True,0.0082,,,,,plane,0.92,0.92,,,
goal,scene_0034,both,text_only,text_guess,tokens,1,False,,200,False,False,,True,False,False,,False,,False,0.1195,,,,,plane,0.92,0.92,,,
goal,scene_0034,both,text_only,text_guess,tokens,2,False,,200,False,False,,True,True,True,akita_black_bowl_3,False,plate_2,False,0.0212,,,,,plane,0.92,0.92,,,
